"sdp_id,customerId,customerName, store_id,store_name,dc_id,dc_name,open_date,close_date,mark_for_exclude,phone,street_name"
"100,10100,First Awesome toy Customer,1013,Thirteenth Awesome toy Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4555559988,123 Everything is Awesome Street"
"100,10100,First Awesome toy Customer,1014,Fourteenth Awesome toy Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4555559988,123 Everything is Awesome Street"
"100,10100,First Awesome toy Customer,1015,FifteenthAwesome toy Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4555559988,123 Everything is Awesome Street"
"200,10200,Second Awesome toy Customer,2001,Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,13 Lando Calrissian Lane"
"200,10200,Second Awesome toy Customer,2002,Second Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,13 Lando Calrissian Lane"
"200,10200,Second Awesome toy Customer,2003,Third Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,13 Lando Calrissian Lane"
"200,10200,Second Awesome toy Customer,2004,Fourth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,13 Lando Calrissian Lane"
"200,10200,Second Awesome toy Customer,2005,Fifth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,13 Lando Calrissian Lane"
"200,10200,Second Awesome toy Customer,2006,Sixth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,13 Lando Calrissian Lane"
"300,10300,Third Awesome toy Customer,3001,Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,3 Lord Business' Boulevard"
"300,10300,Third Awesome toy Customer,3002,Second Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,3 Lord Business' Boulevard"
"300,10300,Third Awesome toy Customer,3003,Third Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,3 Lord Business' Boulevard"
"300,10300,Third Awesome toy Customer,3004,Fourth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,3 Lord Business' Boulevard"
"400,10400,Fourth Awesome toy Customer,4001,Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,17 Han Solo Tried Place"
"400,10400,Fourth Awesome toy Customer,4002,Second Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,17 Han Solo Tried Place"
"500,10500,Fifth Awesome toy Customer,5001,Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,2 C3PO Lane"
"600,10600,Sixth Awesome toy Customer,6001,Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,7 The Kragle Street"
"600,10600,Sixth Awesome toy Customer,6002,Second Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,7 The Kragle Street"
"600,10600,Sixth Awesome toy Customer,6002,Third Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,7 The Kragle Street"
"600,10600,Sixth Awesome toy Customer,6002,Fourth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,7 The Kragle Street"
"700,10700,Seventh Awesome toy Customer,7001,Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4533003300,12 Metalbeard Place"
"700,10700,Seventh Awesome toy Customer,7002,Second Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4533003300,12 Metalbeard Place"
"700,10700,Seventh Awesome toy Customer,7002,Third Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4533003300,12 Metalbeard Place"
"700,10700,Seventh Awesome toy Customer,7002,Fourth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4533003300,12 Metalbeard Place"
"700,10700,Seventh Awesome toy Customer,7001,Seventh toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4533003300,12 Metalbeard Place"
"700,10700,Seventh Awesome toy Customer,7002,Eighth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4533003300,12 Metalbeard Place"
"700,10700,Seventh Awesome toy Customer,7002,Nineth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4533003300,12 Metalbeard Place"
"700,10700,Seventh Awesome toy Customer,7002,Tenth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4533003300,12 Metalbeard Place"
"100,10100,Tenth Awesome toy Customer,1001,Awesome toy Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4555559988,123 Everything is Awesome Street"
"100,10100,Tenth Awesome toy Customer,1002,Second Awesome toy Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4555559988,123 Everything is Awesome Street"
"400,10400,Fourth Awesome toy Customer,4001,Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,17 Han Solo Tried Place"
"400,10400,Fourth Awesome toy Customer,4002,Second Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,17 Han Solo Tried Place"
"800,10800,Eighth Awesome toy Customer,8001,Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,33550033,2 Octan Road"
"800,10800,Eighth Awesome toy Customer,8002,Second Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,33550033,2 Octan Road"
"800,10800,Eighth Awesome toy Customer,8002,Third Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,33550033,2 Octan Road"
"800,10800,Eighth Awesome toy Customer,8002,Fourth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,33550033,2 Octan Road"
"800,10800,Eighth Awesome toy Customer,8001,Seventh toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,33550033,2 Octan Road"
"800,10800,Eighth Awesome toy Customer,8002,Eighth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,33550033,2 Octan Road"
"800,10800,Eighth Awesome toy Customer,8002,Nineth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,33550033,2 Octan Road"
"900,10900,Ninth Awesome toy Customer,9001,Awesome toy Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,12033003,7 Eleven Boat Parade Road"
"900,10900,Ninth Awesome toy Customer,9002,Second Awesome toy Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,12033003,7 Eleven Boat Parade Road"
"900,10900,Ninth Awesome toy Customer,9002,Third Awesome toy Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,12033003,7 Eleven Boat Parade Road"
"1000,101000,Tenth Awesome toy Customer,10001,Awesome toy Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,12220022,77 Bridge Road"
"1000,101000,Tenth Awesome toy Customer,10002,Second Awesome toy Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,12220022,77 Bridge Road"
"1000,101000,Tenth Awesome toy Customer,10002,Third Awesome toy Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,12220022,77 Bridge Road"
"200,10200,Second Awesome toy Customer,2002,Second Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,13 Lando Calrissian Lane"
"200,10200,Second Awesome toy Customer,2003,Third Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,13 Lando Calrissian Lane"
"200,10200,Second Awesome toy Customer,2004,Fourth Awesome toy Second Customer Store,0551,Awesome toy Distribution Name,1962-09-04,9999-12-31,FALSE,4599339933,13 Lando Calrissian Lane,"
